top_200_rank,wrestler_id,performer_name,promotion,brand,gender_division,role_tier,availability,game_overall,top_200_selection_score,draft_value_usd,weekly_hire_rate_usd,initial_draft_contract_scope,initial_draft_contract_weeks,initial_draft_cost_formula,midseason_min_contract_weeks,midseason_default_contract_weeks,midseason_max_contract_weeks,midseason_default_contract_total_usd,midseason_min_contract_total_usd,midseason_max_contract_total_usd,midseason_hiring_cost_formula,appearance_fee_usd,downside_guarantee_usd,release_penalty_pct,morale_cost_if_underbooked,renewal_risk,value_formula_version,value_notes,source_rating_basis,primary_roster_source_url,ratings_source_url
168,wwe_raw_joaquin_wilde,Joaquin Wilde,WWE,Raw,Mens,Enhancement,Active,72,67.3,25000,2500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,30000,20000,60000,weekly_hire_rate_usd * selected_contract_weeks,1250,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
169,wwe_smackdown_matt_cardona,Matt Cardona,WWE,SmackDown,Mens,Enhancement,Active,72,67.3,25000,2500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,30000,20000,60000,weekly_hire_rate_usd * selected_contract_weeks,1250,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
170,wwe_raw_rayo_americano,Rayo Americano,WWE,Raw,Mens,Enhancement,Active,72,67.3,25000,2500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,30000,20000,60000,weekly_hire_rate_usd * selected_contract_weeks,1250,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
171,wwe_nxt_brad_baylor,Brad Baylor,WWE,NXT,Mens,Prospect,Active,72,67,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
172,wwe_nxt_cutler_james,Cutler James,WWE,NXT,Mens,Prospect,Active,72,67,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
173,wwe_nxt_dion_lennox,Dion Lennox,WWE,NXT,Mens,Prospect,Active,72,67,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
174,wwe_nxt_ek_prosper,EK Prosper,WWE,NXT,Mens,Prospect,Active,72,67,40000,3750,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,45000,30000,90000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
175,wwe_nxt_elio_lefleur,Elio LeFleur,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
176,wwe_nxt_jackson_drake,Jackson Drake,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
177,wwe_nxt_jasper_troy,Jasper Troy,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
178,wwe_nxt_kale_dixon,Kale Dixon,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,2000,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
179,wwe_nxt_kam_hendrix,Kam Hendrix,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
180,wwe_nxt_keanu_carver,Keanu Carver,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
181,wwe_nxt_lexis_king,Lexis King,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
182,wwe_nxt_lucien_price,Lucien Price,WWE,NXT,Mens,Prospect,Active,72,67,37500,3500,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,42000,28000,84000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
183,wwe_nxt_mason_rook,Mason Rook,WWE,NXT,Mens,Prospect,Active,72,67,35000,3250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,39000,26000,78000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
184,wwe_nxt_naraku,Naraku,WWE,NXT,Mens,Prospect,Active,72,67,35000,3250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,39000,26000,78000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
185,wwe_nxt_niko_vance,Niko Vance,WWE,NXT,Mens,Prospect,Active,72,67,35000,3250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,39000,26000,78000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
186,wwe_nxt_osiris_griffin,Osiris Griffin,WWE,NXT,Mens,Prospect,Active,72,67,35000,3250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,39000,26000,78000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
187,wwe_nxt_ricky_smokes,Ricky Smokes,WWE,NXT,Mens,Prospect,Active,72,67,35000,3250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,39000,26000,78000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
188,wwe_nxt_saquon_shugars,Saquon Shugars,WWE,NXT,Mens,Prospect,Active,72,67,35000,3250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,39000,26000,78000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
189,wwe_nxt_sean_legacy,Sean Legacy,WWE,NXT,Mens,Prospect,Active,72,67,35000,3250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,39000,26000,78000,weekly_hire_rate_usd * selected_contract_weeks,1750,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
190,wwe_nxt_shawn_spears,Shawn Spears,WWE,NXT,Mens,Prospect,Active,72,67,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
191,wwe_nxt_shiloh_hill,Shiloh Hill,WWE,NXT,Mens,Prospect,Active,72,67,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
192,wwe_nxt_tate_wilder,Tate Wilder,WWE,NXT,Mens,Prospect,Active,72,67,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
193,wwe_nxt_tavion_heights,Tavion Heights,WWE,NXT,Mens,Prospect,Active,72,67,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
194,wwe_nxt_tristan_angels,Tristan Angels,WWE,NXT,Mens,Prospect,Active,72,67,32500,3000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,36000,24000,72000,weekly_hire_rate_usd * selected_contract_weeks,1500,0,8,3,18,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/nxt/,https://www.operationsports.com/wwe-2k26-ratings-list/
195,wwe_smackdown_rey_fenix,Rey Fenix,WWE,SmackDown,Mens,Enhancement,Active,72,66.9,22500,2250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,27000,18000,54000,weekly_hire_rate_usd * selected_contract_weeks,1250,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
196,wwe_raw_julius_creed,Julius Creed,WWE,Raw,Mens,Enhancement,Active,72,66.85,22500,2250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,27000,18000,54000,weekly_hire_rate_usd * selected_contract_weeks,1250,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,"Game-derived estimate from roster tier, title status, current availability, and known public role",https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
197,wwe_smackdown_elton_prince,Elton Prince,WWE,SmackDown,Mens,Enhancement,Active,71,65.45,22500,2250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,27000,18000,54000,weekly_hire_rate_usd * selected_contract_weeks,1250,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
198,wwe_smackdown_candice_lerae,Candice LeRae,WWE,SmackDown,Womens,Enhancement,Active,71,64.9,22500,2250,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,27000,18000,54000,weekly_hire_rate_usd * selected_contract_weeks,1000,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
199,wwe_raw_akira_tozawa,Akira Tozawa,WWE,Raw,Mens,Enhancement,Active,68,63.15,20000,2000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,24000,16000,48000,weekly_hire_rate_usd * selected_contract_weeks,1000,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/raw/,https://www.operationsports.com/wwe-2k26-ratings-list/
200,wwe_smackdown_b_fab,B-Fab,WWE,SmackDown,Womens,Enhancement,Active,67,61.4,20000,2000,full_season,season_length_configured_at_new_game,draft_value_usd,8,12,24,24000,16000,48000,weekly_hire_rate_usd * selected_contract_weeks,1000,0,6,2,12,finance_v5_20_roster_rebalance,Economy v5: initial draft buys full-season roster rights at a 20-person target curve sourced from the active generated Top 200 draft pool. Standard $2M starts can build a balanced roster with healthy operating reserve. No weekly payroll or appearance expense is charged.,Sourced video-game overall used as anchor; component attributes derived for GM simulation,https://www.thesmackdownhotel.com/roster/wwe/smackdown/,https://www.operationsports.com/wwe-2k26-ratings-list/
